stn;time;hns010d0;qhns010d0;mhns010d0;hns002d0;qhns002d0;mhns002d0;hto000d0;qhto000d0;mhto000d0;hns003d0;qhns003d0;mhns003d0;hns004d0;qhns004d0;mhns004d0;hns005d0;qhns005d0;mhns005d0;hns000d0;qhns000d0;mhns000d0
SWZ;19981116;-;-;-;-;-;-;3;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19981117;-;-;-;-;-;-;1;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19981118;-;-;-;-;-;-;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19981119;-;-;-;-;-;-;4;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19981120;-;-;-;-;-;-;1;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19981121;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19981122;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19981123;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19981124;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19981125;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19981126;-;-;-;-;-;-;1;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19981127;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19981128;-;-;-;-;-;-;4;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19981129;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19981130;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19981201;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19981202;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19981203;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19981204;-;-;-;-;-;-;10;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19981205;-;-;-;-;-;-;13;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19981206;-;-;-;-;-;-;12;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19981207;-;-;-;-;-;-;23;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19981208;-;-;-;-;-;-;11;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19981209;-;-;-;-;-;-;9;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19981210;-;-;-;-;-;-;6;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19981211;-;-;-;-;-;-;4;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19981212;-;-;-;-;-;-;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19981213;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19981214;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19981215;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19981216;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19981217;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19981218;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19981219;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19981220;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19981221;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19981222;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19981223;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19981224;-;-;-;-;-;-;1;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19981225;-;-;-;-;-;-;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19981226;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19981227;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19981228;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19981229;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19981230;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19981231;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990101;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990102;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990103;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990104;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990105;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990106;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990107;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990108;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990109;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990110;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990111;-;-;-;-;-;-;7;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990112;-;-;-;-;-;-;15;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990113;-;-;-;-;-;-;14;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990114;-;-;-;-;-;-;10;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990115;-;-;-;-;-;-;6;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990116;-;-;-;-;-;-;4;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990117;-;-;-;-;-;-;4;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990118;-;-;-;-;-;-;2;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990119;-;-;-;-;-;-;2;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990120;-;-;-;-;-;-;2;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990121;-;-;-;-;-;-;1;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990122;-;-;-;-;-;-;1;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990123;-;-;-;-;-;-;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990124;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990125;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990126;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990127;-;-;-;-;-;-;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990128;-;-;-;-;-;-;4;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990129;-;-;-;-;-;-;1;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990130;-;-;-;-;-;-;3;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990131;-;-;-;-;-;-;3;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990201;-;-;-;-;-;-;2;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990202;-;-;-;-;-;-;2;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990203;-;-;-;-;-;-;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990204;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990205;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990206;-;-;-;-;-;-;6;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990207;-;-;-;-;-;-;18;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990208;-;-;-;-;-;-;35;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990209;-;-;-;-;-;-;65;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990210;-;-;-;-;-;-;68;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990211;-;-;-;-;-;-;65;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990212;-;-;-;-;-;-;58;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990213;-;-;-;-;-;-;53;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990214;-;-;-;-;-;-;50;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990215;-;-;-;-;-;-;50;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990216;-;-;-;-;-;-;45;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990217;-;-;-;-;-;-;44;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990218;-;-;-;-;-;-;38;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990219;-;-;-;-;-;-;30;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990220;-;-;-;-;-;-;25;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990221;-;-;-;-;-;-;15;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990222;-;-;-;-;-;-;25;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990223;-;-;-;-;-;-;30;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990224;-;-;-;-;-;-;40;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990225;-;-;-;-;-;-;35;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990226;-;-;-;-;-;-;30;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990227;-;-;-;-;-;-;25;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990228;-;-;-;-;-;-;20;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990301;-;-;-;-;-;-;15;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990302;-;-;-;-;-;-;10;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990303;-;-;-;-;-;-;5;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990304;-;-;-;-;-;-;5;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990305;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990306;-;-;-;-;-;-;5;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990307;-;-;-;-;-;-;3;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990308;-;-;-;-;-;-;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990309;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990310;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990311;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990312;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990313;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990314;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990315;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990316;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990317;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990318;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990319;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990320;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990321;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990322;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990323;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990324;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990325;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990326;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990327;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990328;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990329;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990330;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990331;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990401;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990402;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990403;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990404;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990405;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990406;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990407;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990408;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990409;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990410;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990411;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990412;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990413;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990414;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990415;-;-;-;-;-;-;8;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990416;-;-;-;-;-;-;10;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990417;-;-;-;-;-;-;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990418;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990419;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990420;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990421;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990422;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990423;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990424;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990425;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990426;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990427;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990428;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990429;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990430;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990501;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990502;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990503;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990504;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990505;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990506;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990507;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990508;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990509;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990510;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990511;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990512;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990513;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990514;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990515;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990516;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990517;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990518;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990519;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990520;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990521;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990522;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990523;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990524;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990525;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990526;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990527;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990528;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990529;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990530;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990531;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990601;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990602;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990603;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990604;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990605;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990606;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990607;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990608;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990609;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990610;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990611;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990612;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990613;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990614;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990615;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990616;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990617;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990618;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990619;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990620;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990621;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990622;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990623;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990624;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990625;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990626;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990627;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990628;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990629;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990630;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990701;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990702;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990703;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990704;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990705;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990706;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990707;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990708;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990709;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990710;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990711;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990712;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990713;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990714;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990715;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990716;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990717;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990718;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990719;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990720;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990721;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990722;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990723;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990724;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990725;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990726;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990727;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990728;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990729;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990730;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990731;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990801;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990802;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990803;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990804;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990805;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990806;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990807;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990808;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990809;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990810;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990811;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990812;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;19990813;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
