stn;time;hns010d0;qhns010d0;mhns010d0;hns002d0;qhns002d0;mhns002d0;hto000d0;qhto000d0;mhto000d0;hns003d0;qhns003d0;mhns003d0;hns004d0;qhns004d0;mhns004d0;hns005d0;qhns005d0;mhns005d0;hns000d0;qhns000d0;mhns000d0
SWZ;20060925;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20060926;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20060927;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20060928;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20060929;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20060930;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061001;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061002;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061003;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061004;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061005;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061006;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061007;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061008;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061009;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061010;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061011;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061012;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061013;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061014;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061015;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061016;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061017;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061018;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061019;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061020;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061021;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061022;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061023;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061024;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061025;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061026;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061027;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061028;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061029;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061030;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061031;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061101;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061102;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061103;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061104;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061105;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061106;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061107;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061108;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061109;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061110;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061111;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061112;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061113;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061114;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061115;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061116;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061117;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061118;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061119;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061120;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061121;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061122;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061123;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061124;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061125;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061126;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061127;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061128;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061129;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061130;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061201;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061202;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061203;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061204;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061205;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061206;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061207;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061208;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061209;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061210;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061211;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061212;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061213;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061214;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061215;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061216;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061217;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061218;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061219;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061220;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061221;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061222;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061223;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061224;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061225;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061226;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061227;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061228;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061229;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061230;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20061231;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070101;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070102;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070103;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070104;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070105;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070106;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070107;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070108;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070109;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070110;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070111;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070112;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070113;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070114;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070115;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070116;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070117;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070118;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070119;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070120;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070121;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070122;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070123;-;-;-;-;-;-;9;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070124;-;-;-;-;-;-;12;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070125;-;-;-;-;-;-;9;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070126;-;-;-;-;-;-;9;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070127;-;-;-;-;-;-;8;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070128;-;-;-;-;-;-;4;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070129;-;-;-;-;-;-;2;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070130;-;-;-;-;-;-;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070131;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070201;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070202;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070203;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070204;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070205;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070206;-;-;-;-;-;-;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070207;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070208;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070209;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070210;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070211;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070212;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070213;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070214;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070215;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070216;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070217;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070218;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070219;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070220;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070221;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070222;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070223;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070224;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070225;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070226;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070227;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070228;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070301;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070302;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070303;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070304;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070305;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070306;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070307;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070308;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070309;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070310;-;-;-;-;-;-;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070311;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070312;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070313;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070314;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070315;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070316;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070317;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070318;-;-;-;-;-;-;1;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070319;-;-;-;-;-;-;39;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070320;-;-;-;-;-;-;40;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070321;-;-;-;-;-;-;25;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070322;-;-;-;-;-;-;30;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070323;-;-;-;-;-;-;25;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070324;-;-;-;-;-;-;15;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070325;-;-;-;-;-;-;10;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070326;-;-;-;-;-;-;5;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070327;-;-;-;-;-;-;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070328;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070329;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070330;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070331;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070401;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070402;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070403;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070404;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070405;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070406;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070407;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070408;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070409;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070410;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070411;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070412;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070413;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070414;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070415;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070416;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070417;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070418;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070419;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070420;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070421;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070422;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070423;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070424;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070425;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070426;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070427;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070428;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070429;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070430;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070501;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070502;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070503;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070504;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070505;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070506;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070507;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070508;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070509;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070510;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070511;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070512;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070513;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070514;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070515;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070516;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070517;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070518;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070519;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070520;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070521;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070522;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070523;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070524;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070525;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070526;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070527;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070528;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070529;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070530;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070531;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070601;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070602;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070603;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070604;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070605;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070606;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070607;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070608;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070609;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070610;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070611;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070612;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070613;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070614;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070615;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070616;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070617;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070618;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070619;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070620;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070621;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
SWZ;20070622;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
