 

stn;time;ths200dv;qths200dv;mths200dv;th9120dv;qth9120dv;mth9120dv;ths200d0;qths200d0;mths200d0;tre200dx;qtre200dx;mtre200dx;tre200dn;qtre200dn;mtre200dn;tre200d0;qtre200d0;mtre200d0;tre200dv;qtre200dv;mtre200dv;t24200ds;qt24200ds;mt24200ds;t12200ds;qt12200ds;mt12200ds;t06200ds;qt06200ds;mt06200ds;tre200nx;qtre200nx;mtre200nx;tre200n0;qtre200n0;mtre200n0;tre200jx;qtre200jx;mtre200jx;tre200jn;qtre200jn;mtre200jn;tre200j0;qtre200j0;mtre200j0;t18200ds;qt18200ds;mt18200ds;tre200nn;qtre200nn;mtre200nn;tre005nn;qtre005nn;mtre005nn;tre005dx;qtre005dx;mtre005dx;tre005dn;qtre005dn;mtre005dn;tre005d0;qtre005d0;mtre005d0;hns010d0;qhns010d0;mhns010d0;hns002d0;qhns002d0;mhns002d0;hns003d0;qhns003d0;mhns003d0;hns004d0;qhns004d0;mhns004d0;hns005d0;qhns005d0;mhns005d0;hns000d0;qhns000d0;mhns000d0;hto000d0;qhto000d0;mhto000d0;hns000j0;qhns000j0;mhns000j0;hto000j0;qhto000j0;mhto000j0;htoautj0;qhtoautj0;mhtoautj0;htoautd0;qhtoautd0;mhtoautd0
ENG;19991214;2.6;0;0;1.4;0;0;0.6;0;0;3.3;0;-;-2.3;0;-;0.6;0;-;2.2;0;-;-1.8;0;-;1.6;0;-;1.5;0;-;-1.1;0;0;-2.0;0;0;2.1;0;0;-0.9;0;0;1.1;0;0;-0.9;0;-;-3.3;0;0;-;-;-;1.7;0;-;-1.3;0;-;0.3;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;19991215;-1.1;0;0;-2.3;0;0;-3.2;0;0;-2.0;0;-;-4.8;0;-;-3.2;0;-;-1.5;0;-;-4.4;0;-;-2.4;0;-;-2.3;0;-;-4.0;0;0;-4.8;0;0;-2.1;0;0;-4.5;0;0;-3.0;0;0;-4.2;0;-;-2.9;0;0;-;-;-;0.4;0;-;-1.7;0;-;-0.9;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;19991216;-4.7;0;0;-5.9;0;0;-6.8;0;0;-4.4;0;-;-12.9;0;-;-6.8;0;-;-5.1;0;-;-11.6;0;-;-5.8;0;-;-5.2;0;-;-8.0;0;0;-11.5;0;0;-5.0;0;0;-8.3;0;0;-5.9;0;0;-7.6;0;-;-5.5;0;0;-;-;-;-0.9;0;-;-2.3;0;-;-1.3;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;19991217;-6.5;0;0;-7.7;0;0;-8.7;0;0;-1.8;0;-;-14.0;0;-;-8.7;0;-;-6.9;0;-;-2.6;0;-;-8.4;0;-;-11.3;0;-;1.5;0;0;-2.3;0;0;-4.8;0;0;-13.2;0;0;-8.8;0;0;-7.9;0;-;-14.0;0;0;-;-;-;-2.3;0;-;-15.0;0;-;-6.1;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;19991218;3.9;0;0;2.6;0;0;1.6;0;0;4.3;0;-;-2.5;0;-;1.6;0;-;3.5;0;-;3.2;0;-;3.4;0;-;0.4;0;-;5.2;0;0;3.5;0;0;4.3;0;0;0.0;0;0;1.8;0;0;3.0;0;-;-9.5;0;0;-;-;-;4.3;0;-;-2.4;0;-;1.1;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;19991219;4.0;0;0;2.8;0;0;1.7;0;0;6.1;0;-;-3.7;0;-;1.7;0;-;3.6;0;-;-3.7;0;-;5.1;0;-;3.7;0;-;-2.0;0;0;-4.2;0;0;6.1;0;-8;-1.9;0;-8;3.0;0;-8;-1.9;0;-;2.3;0;0;-;-;-;3.9;0;-;-3.5;0;-;1.0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;19991220;-3.9;0;0;-5.2;0;0;-6.3;0;0;-3.7;0;-;-7.9;0;-;-6.3;0;-;-4.3;0;-;-7.5;0;-;-5.7;0;-;-6.2;0;-;-6.6;0;0;-8.4;0;0;-5.5;0;0;-7.6;0;0;-6.3;0;0;-7.1;0;-;-6.3;0;0;-;-;-;-1.4;0;-;-8.4;0;-;-4.3;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;19991221;-8.6;0;0;-9.8;0;0;-11.0;0;0;-7.1;0;-;-14.2;0;-;-11.0;0;-;-9.0;0;-;-11.2;0;-;-11.0;0;-;-11.5;0;-;-7.9;0;0;-10.8;0;0;-8.4;0;-8;-14.2;0;-8;-11.5;0;-8;-10.6;0;-;-12.8;0;0;-;-;-;-7.2;0;-;-16.8;0;-;-14.0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;19991222;-4.5;0;0;-5.8;0;0;-7.0;0;0;-3.1;0;-;-11.7;0;-;-7.0;0;-;-4.9;0;-;-4.0;0;-;-4.1;0;-;-11.6;0;-;-2.4;0;0;-4.4;0;0;-3.3;0;0;-10.4;0;0;-6.5;0;0;-5.3;0;-;-13.5;0;0;-;-;-;-2.9;0;-;-15.4;0;-;-11.6;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;19991223;0.4;0;0;-0.8;0;0;-2.1;0;0;2.1;0;-;-6.4;0;-;-2.1;0;-;0.0;0;-;-1.2;0;-;2.1;0;-;-3.2;0;-;0.4;0;0;-1.9;0;0;2.1;0;0;-4.5;0;0;-1.0;0;0;-0.4;0;-;-6.4;0;0;-;-;-;1.0;0;-;-11.4;0;-;-5.5;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;19991224;2.1;0;0;0.9;0;0;-0.4;0;0;3.1;0;-;-4.6;0;-;-0.4;0;-;1.8;0;-;-2.6;0;-;3.1;0;-;-3.0;0;-;3.9;0;0;0.5;0;0;3.1;0;0;-3.5;0;0;0.2;0;0;-0.2;0;-;-4.6;0;0;-;-;-;3.1;0;-;-7.8;0;-;-3.1;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;19991225;5.3;0;0;4.0;0;0;2.7;0;0;7.9;0;-;-1.3;0;-;2.7;0;-;4.9;0;-;0.6;0;-;3.5;0;-;2.9;0;-;6.2;0;0;1.9;0;0;7.9;0;0;1.8;0;0;3.5;0;0;4.0;0;-;-2.6;0;0;-;-;-;3.4;0;-;-3.8;0;-;1.1;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;19991226;7.3;0;0;6.1;0;0;4.7;0;0;12.4;0;-;0.5;0;-;4.7;0;-;6.9;0;-;4.6;0;-;6.1;0;-;0.5;0;-;7.4;0;0;3.8;0;0;12.4;0;-25;1.3;0;-8;6.1;0;-16;2.8;0;-;0.1;0;0;-;-;-;7.6;0;-;0.1;0;-;2.3;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;19991227;3.6;0;0;2.4;0;0;1.0;0;0;6.3;0;-;-1.2;0;-;1.0;0;-;3.3;0;-;1.3;0;-;1.1;0;-;-0.6;0;-;2.9;0;0;0.0;0;0;1.5;0;-8;-1.1;0;-8;0.4;0;-8;-0.8;0;-;-0.7;0;0;-;-;-;2.8;0;-;-2.7;0;-;-0.2;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;19991228;0.9;0;0;-0.4;0;0;-1.8;0;0;2.5;0;-;-3.4;0;-;-1.8;0;-;0.5;0;-;-3.3;0;-;-1.9;0;-;-0.4;0;-;-2.7;0;0;-3.2;0;0;0.1;0;0;-2.8;0;0;-1.9;0;0;-2.7;0;-;-1.3;0;0;-;-;-;-0.6;0;-;-3.1;0;-;-1.5;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;19991229;-0.5;0;0;-1.7;0;0;-3.2;0;0;-2.6;0;-;-3.6;0;-;-3.2;0;-;-0.9;0;-;-3.4;0;-;-2.9;0;-;-3.6;0;-;-3.2;0;0;-4.8;0;0;-2.6;0;0;-3.3;0;0;-3.0;0;0;-3.2;0;-;-3.6;0;0;-;-;-;-0.3;0;-;-3.4;0;-;-2.0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;19991230;-4.8;0;0;-6.0;0;0;-7.5;0;0;-3.4;0;-;-10.8;0;-;-7.5;0;-;-5.2;0;-;-8.6;0;-;-5.6;0;-;-9.3;0;-;-7.6;0;0;-9.1;0;0;-4.4;0;0;-10.8;0;0;-7.4;0;0;-10.8;0;-;-10.1;0;0;-;-;-;-3.4;0;-;-12.5;0;-;-9.0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;19991231;-2.4;0;0;-3.6;0;0;-5.1;0;0;-1.3;0;-;-10.8;0;-;-5.1;0;-;-2.7;0;-;-2.5;0;-;-2.4;0;-;-9.6;0;-;-1.6;0;0;-2.7;0;0;-1.3;0;0;-9.2;0;0;-4.2;0;0;-3.5;0;-;-10.8;0;0;-;-;-;0.6;0;-;-13.3;0;-;-5.4;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;20000101;1.4;0;0;0.1;0;0;-1.4;0;0;1.2;0;-;-4.1;0;-;-1.4;0;-;1.3;0;-;-0.5;0;-;-1.2;0;-;-2.2;0;-;0.4;0;0;-0.5;0;0;1.2;0;0;-4.1;0;0;-1.3;0;0;-0.8;0;-;-3.6;0;0;-;-;-;2.4;0;-;-5.8;0;-;-1.8;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;20000102;-0.2;0;0;-1.4;0;0;-3.0;0;0;0.4;0;-;-6.3;0;-;-3.0;0;-;-0.2;0;-;-3.3;0;-;-1.1;0;-;-3.1;0;-;-3.3;0;0;-4.8;0;0;-0.2;0;0;-5.7;0;0;-3.2;0;0;-4.2;0;-;-3.1;0;0;-;-;-;-0.5;0;-;-10.2;0;-;-5.7;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;20000103;-0.2;0;0;-1.4;0;0;-3.0;0;0;1.3;0;-;-6.7;0;-;-3.0;0;-;-0.2;0;-;-1.3;0;-;-2.7;0;-;-3.5;0;-;0.1;0;0;-2.9;0;0;1.3;0;0;-5.9;0;0;-2.7;0;0;-1.9;0;-;-6.7;0;0;-;-;-;-2.8;0;-;-10.9;0;-;-7.8;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;20000104;0.6;0;0;-0.6;0;0;-2.2;0;0;2.8;0;-;-6.9;0;-;-2.2;0;-;0.6;0;-;2.1;0;-;-0.7;0;-;-6.9;0;-;2.9;0;0;0.8;0;0;2.3;0;0;-5.8;0;0;-2.3;0;0;-2.4;0;-;-6.9;0;0;-;-;-;0.8;0;-;-10.7;0;-;-6.2;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;20000105;4.0;0;0;2.8;0;0;1.2;0;0;3.8;0;-;-1.8;0;-;1.2;0;-;4.0;0;-;-0.7;0;-;3.5;0;-;1.7;0;-;1.4;0;0;-1.2;0;0;3.8;0;0;-1.1;0;0;1.9;0;0;-0.2;0;-;-4.9;0;0;-;-;-;3.6;0;-;-6.9;0;-;-1.0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;20000106;2.5;0;0;1.3;0;0;-0.3;0;0;4.5;0;-;-4.7;0;-;-0.3;0;-;2.5;0;-;-1.5;0;-;2.0;0;-;-2.8;0;-;0.9;0;0;-1.6;0;0;4.5;0;0;-3.4;0;0;0.6;0;0;-0.9;0;-;-4.7;0;0;-;-;-;3.1;0;-;-9.2;0;-;-5.2;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;20000107;1.1;0;0;-0.1;0;0;-1.7;0;0;3.9;0;-;-4.4;0;-;-1.7;0;-;1.1;0;-;-2.8;0;-;3.1;0;-;-1.9;0;-;-1.7;0;0;-3.2;0;0;3.9;0;0;-4.1;0;0;-0.9;0;0;-2.0;0;-;-4.2;0;0;-;-;-;0.6;0;-;-8.8;0;-;-6.2;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;20000108;-0.1;0;0;-1.3;0;0;-2.9;0;0;2.1;0;-;-5.7;0;-;-2.9;0;-;-0.1;0;-;-1.6;0;-;-0.5;0;-;-2.4;0;-;1.2;0;0;-1.5;0;0;2.1;0;0;-5.7;0;0;-2.7;0;0;-2.7;0;-;-5.2;0;0;-;-;-;-1.1;0;-;-9.8;0;-;-6.9;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;20000109;3.4;0;0;2.2;0;0;0.6;0;0;3.2;0;-;-3.0;0;-;0.6;0;-;3.4;0;-;0.1;0;-;2.4;0;-;0.3;0;-;1.0;0;0;0.1;0;0;3.2;0;0;-1.3;0;0;1.4;0;0;1.0;0;-;-4.1;0;0;-;-;-;4.9;0;-;-3.7;0;-;-0.1;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;20000110;2.2;0;0;1.1;0;0;-0.6;0;0;0.3;0;-;-1.7;0;-;-0.6;0;-;2.2;0;-;-1.3;0;-;-0.6;0;-;0.0;0;-;-1.1;0;0;-1.9;0;0;0.2;0;0;-1.3;0;0;-0.6;0;0;-1.2;0;-;-0.4;0;0;-;-;-;1.0;0;-;-0.9;0;-;-0.1;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;20000111;-0.2;0;0;-1.3;0;0;-3.0;0;0;-1.4;0;-;-6.0;0;-;-3.0;0;-;-0.2;0;-;-4.1;0;-;-2.2;0;-;-3.0;0;-;-2.6;0;0;-4.2;0;0;-1.7;0;0;-6.0;0;0;-3.1;0;0;-2.5;0;-;-3.9;0;0;-;-;-;-0.4;0;-;-9.0;0;-;-3.3;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;20000112;-3.7;0;0;-4.8;0;0;-6.5;0;0;-4.1;0;-;-9.4;0;-;-6.5;0;-;-3.7;0;-;-6.3;0;-;-7.7;0;-;-6.6;0;-;-5.5;0;0;-6.9;0;0;-5.4;0;0;-9.4;0;0;-7.1;0;0;-6.2;0;-;-6.6;0;0;-;-;-;-2.5;0;-;-12.8;0;-;-8.2;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;20000113;-3.2;0;0;-4.3;0;0;-6.0;0;0;-1.5;0;-;-8.7;0;-;-6.0;0;-;-3.2;0;-;-5.7;0;-;-3.6;0;-;-7.4;0;-;-4.3;0;0;-6.2;0;0;-1.5;0;0;-8.7;0;0;-5.4;0;0;-5.9;0;-;-8.7;0;0;-;-;-;-4.0;0;-;-14.3;0;-;-11.4;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;20000114;-1.8;0;0;-2.9;0;0;-4.6;0;0;0.7;0;-;-7.7;0;-;-4.6;0;-;-1.8;0;-;-5.7;0;-;0.2;0;-;-6.0;0;-;-3.7;0;0;-5.6;0;0;0.7;0;0;-6.5;0;0;-3.5;0;0;-5.5;0;-;-7.7;0;0;-;-;-;-0.7;0;-;-13.6;0;-;-9.7;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;20000115;-4.5;0;0;-5.6;0;0;-7.3;0;0;-4.4;0;-;-9.4;0;-;-7.3;0;-;-4.5;0;-;-9.3;0;-;-6.6;0;-;-6.1;0;-;-7.6;0;0;-8.6;0;0;-5.6;0;0;-9.4;0;0;-7.5;0;0;-7.6;0;-;-7.7;0;0;-;-;-;-1.6;0;-;-13.5;0;-;-8.7;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;20000116;-5.4;0;0;-6.5;0;0;-8.2;0;0;-6.1;0;-;-11.5;0;-;-8.2;0;-;-5.4;0;-;-10.3;0;-;-7.2;0;-;-7.9;0;-;-6.8;0;0;-9.3;0;0;-6.1;0;0;-9.6;0;0;-7.5;0;0;-7.1;0;-;-10.2;0;0;-;-;-;-2.8;0;-;-14.2;0;-;-7.6;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;20000117;-1.8;0;0;-2.9;0;0;-4.6;0;0;1.2;0;-;-11.4;0;-;-4.6;0;-;-1.8;0;-;-3.1;0;-;-1.8;0;-;-7.5;0;-;-1.1;0;0;-3.3;0;0;1.2;0;0;-7.9;0;0;-2.4;0;0;-3.1;0;-;-11.5;0;0;-;-;-;2.3;0;-;-14.3;0;-;-5.9;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;20000118;1.7;0;0;0.7;0;0;-1.0;0;0;0.4;0;-;-4.5;0;-;-1.0;0;-;1.7;0;-;-0.2;0;-;-0.4;0;-;-1.7;0;-;0.3;0;0;-0.8;0;0;0.4;0;0;-1.8;0;0;-0.6;0;0;-0.6;0;-;-5.6;0;0;-;-;-;0.8;0;-;-6.7;0;-;-1.6;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;20000119;-0.8;0;0;-1.8;0;0;-3.5;0;0;-0.5;0;-;-9.9;0;-;-3.5;0;-;-0.8;0;-;-9.9;0;-;-2.7;0;-;-2.8;0;-;-3.9;0;0;-8.0;0;0;-2.4;0;0;-4.0;0;0;-3.3;0;0;-4.0;0;-;-2.8;0;0;-;-;-;0.5;0;-;-14.0;0;-;-3.5;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;20000120;-5.2;0;0;-6.1;0;0;-7.9;0;0;-4.4;0;-;-12.5;0;-;-7.9;0;-;-5.2;0;-;-8.7;0;-;-5.5;0;-;-11.1;0;-;-5.4;0;0;-6.9;0;0;-4.4;0;0;-12.5;0;0;-7.3;0;0;-6.5;0;-;-11.2;0;0;-;-;-;-2.6;0;-;-16.4;0;-;-10.5;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;20000121;-1.6;0;0;-2.5;0;0;-4.3;0;0;-1.3;0;-;-9.0;0;-;-4.3;0;-;-1.6;0;-;-3.2;0;-;-2.0;0;-;-6.2;0;-;-2.4;0;0;-3.2;0;0;-1.3;0;0;-6.5;0;0;-3.5;0;0;-3.7;0;-;-9.5;0;0;-;-;-;-0.3;0;-;-12.0;0;-;-4.7;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;20000122;0.0;0;0;-0.9;0;0;-2.7;0;0;0.2;0;-;-4.3;0;-;-2.7;0;-;0.0;0;-;-3.1;0;-;0.0;0;-;-3.2;0;-;-2.7;0;0;-3.0;0;0;0.2;0;0;-4.3;0;0;-2.1;0;0;-2.9;0;-;-4.1;0;0;-;-;-;1.9;0;-;-6.0;0;-;-2.5;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;20000123;-0.4;0;0;-1.3;0;0;-3.1;0;0;-2.7;0;-;-3.8;0;-;-3.1;0;-;-0.4;0;-;-3.3;0;-;-3.1;0;-;-2.9;0;-;-3.0;0;0;-3.9;0;0;-2.8;0;0;-3.6;0;0;-3.1;0;0;-3.5;0;-;-3.5;0;0;-;-;-;-0.8;0;-;-3.1;0;-;-1.5;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;20000124;-5.5;0;0;-6.3;0;0;-8.1;0;0;-3.3;0;-;-15.6;0;-;-8.1;0;-;-5.5;0;-;-13.2;0;-;-7.8;0;-;-6.1;0;-;-10.0;0;0;-14.1;0;0;-6.2;0;0;-9.9;0;0;-7.7;0;0;-9.5;0;-;-6.1;0;0;-;-;-;-0.1;0;-;-17.2;0;-;-5.1;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;20000125;-12.3;0;0;-13.1;0;0;-14.9;0;0;-10.3;0;-;-19.5;0;-;-14.9;0;-;-12.3;0;-;-14.6;0;-;-12.9;0;-;-18.5;0;-;-11.4;0;0;-14.0;0;0;-10.3;0;0;-18.9;0;0;-14.5;0;0;-16.0;0;-;-19.5;0;0;-;-;-;-6.7;0;-;-21.0;0;-;-16.0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;20000126;-8.0;0;0;-8.8;0;0;-10.6;0;0;-6.0;0;-;-15.4;0;-;-10.6;0;-;-8.0;0;-;-9.9;0;-;-6.0;0;-;-12.6;0;-;-8.3;0;0;-9.9;0;0;-6.0;0;0;-13.7;0;0;-9.6;0;0;-10.1;0;-;-16.4;0;0;-;-;-;-3.4;0;-;-18.2;0;-;-13.5;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;20000127;-4.6;0;0;-5.4;0;0;-7.2;0;0;-0.6;0;-;-11.1;0;-;-7.2;0;-;-4.6;0;-;-8.1;0;-;-4.0;0;-;-9.4;0;-;-5.4;0;0;-7.1;0;0;-0.6;0;0;-10.1;0;0;-6.0;0;0;-6.6;0;-;-11.6;0;0;-;-;-;-1.5;0;-;-14.8;0;-;-10.8;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;20000128;-1.3;0;0;-2.0;0;0;-3.8;0;0;0.7;0;-;-9.7;0;-;-3.8;0;-;-1.3;0;-;-4.0;0;-;-2.8;0;-;-6.2;0;-;2.8;0;0;-2.8;0;0;0.7;0;0;-9.7;0;0;-2.9;0;0;-0.7;0;-;-9.4;0;0;-;-;-;2.9;0;-;-12.3;0;-;-6.2;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;20000129;5.1;0;0;4.4;0;0;2.6;0;0;7.7;0;-;-6.3;0;-;2.6;0;-;5.1;0;-;6.0;0;-;4.8;0;-;0.9;0;-;7.6;0;0;5.5;0;0;7.7;0;0;0.0;0;0;4.2;0;0;5.7;0;-;-6.3;0;0;-;-;-;4.8;0;-;-9.3;0;-;0.3;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;20000130;6.3;0;0;5.6;0;0;3.8;0;0;7.0;0;-;0.7;0;-;3.8;0;-;6.3;0;-;2.4;0;-;3.1;0;-;6.2;0;-;3.5;0;0;1.5;0;0;6.8;0;0;1.6;0;0;3.6;0;0;1.9;0;-;3.7;0;0;-;-;-;3.7;0;-;-0.8;0;-;1.9;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;20000131;4.4;0;0;3.8;0;0;2.0;0;0;9.7;0;-;-0.6;0;-;2.0;0;-;4.4;0;-;-0.6;0;-;4.6;0;-;0.2;0;-;3.9;0;0;1.6;0;0;9.7;0;-8;-0.1;0;-8;2.9;0;-8;1.6;0;-;-0.2;0;0;-;-;-;8.3;0;-;-3.0;0;-;0.2;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;20000201;6.0;0;0;5.4;0;0;3.6;0;0;8.1;0;-;0.0;0;-;3.6;0;-;6.0;0;-;3.0;0;-;6.5;0;-;1.9;0;-;4.9;0;0;2.8;0;0;8.1;0;0;0.0;0;0;4.6;0;0;3.2;0;-;-0.6;0;0;-;-;-;9.1;0;-;-3.6;0;-;0.1;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;20000202;5.1;0;0;4.6;0;0;2.8;0;0;5.8;0;-;0.7;0;-;2.8;0;-;5.1;0;-;1.9;0;-;3.5;0;-;2.4;0;-;2.7;0;0;2.2;0;0;5.8;0;0;1.9;0;0;3.4;0;0;2.3;0;-;0.7;0;0;-;-;-;3.6;0;-;-2.7;0;-;0.9;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
ENG;20000203;2.9;0;0;2.4;0;0;0.6;0;0;2.4;0;-;-1.8;0;-;0.6;0;-;2.9;0;-;-1.6;0;-;0.5;0;-;1.7;0;-;-0.1;0;0;-2.3;0;0;1.8;0;0;-0.3;0;0;0.5;0;0;-0.3;0;-;1.6;0;0;-;-;-;3.5;0;-;-2.3;0;-;0.7;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
