 

stn;time;ths200dv;qths200dv;mths200dv;th9120dv;qth9120dv;mth9120dv;ths200d0;qths200d0;mths200d0;tre200dx;qtre200dx;mtre200dx;tre200dn;qtre200dn;mtre200dn;tre200d0;qtre200d0;mtre200d0;tre200dv;qtre200dv;mtre200dv;t24200ds;qt24200ds;mt24200ds;t12200ds;qt12200ds;mt12200ds;t06200ds;qt06200ds;mt06200ds;tre200nx;qtre200nx;mtre200nx;tre200n0;qtre200n0;mtre200n0;tre200jx;qtre200jx;mtre200jx;tre200jn;qtre200jn;mtre200jn;tre200j0;qtre200j0;mtre200j0;t18200ds;qt18200ds;mt18200ds;tre200nn;qtre200nn;mtre200nn;tre005nn;qtre005nn;mtre005nn;tre005dx;qtre005dx;mtre005dx;tre005dn;qtre005dn;mtre005dn;tre005d0;qtre005d0;mtre005d0;hns010d0;qhns010d0;mhns010d0;hns002d0;qhns002d0;mhns002d0;hns003d0;qhns003d0;mhns003d0;hns004d0;qhns004d0;mhns004d0;hns005d0;qhns005d0;mhns005d0;hns000d0;qhns000d0;mhns000d0;hto000d0;qhto000d0;mhto000d0;hns000j0;qhns000j0;mhns000j0;hto000j0;qhto000j0;mhto000j0;htoautj0;qhtoautj0;mhtoautj0;htoautd0;qhtoautd0;mhtoautd0
ENG;19861121;1.3;0;0;0.3;0;0;1.9;0;0;4.9;0;-;0.5;0;-;2.1;0;-;1.3;0;-;2.9;0;-;3.6;0;-;0.7;0;-;5.1;0;0;2.9;0;0;4.9;0;0;0.6;0;0;2.3;0;0;1.6;0;-;0.5;0;0;-;-;-;6.1;0;-;-1.0;0;-;1.5;0;-;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;-;1;0;-;0;0;-;0;0;-;-;-;-;-;-;-
ENG;19861122;4.3;0;0;3.2;0;0;4.7;0;0;7.0;0;-;2.3;0;-;4.9;0;-;4.2;0;-;5.1;0;-;6.8;0;-;3.7;0;-;5.7;0;0;4.7;0;0;7.0;0;0;3.8;0;0;5.5;0;0;4.6;0;-;1.4;0;0;-;-;-;7.5;0;-;1.4;0;-;4.7;0;-;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;-;0;0;-;0;0;-;0;0;-;-;-;-;-;-;-
ENG;19861123;0.4;0;0;-0.6;0;0;0.7;0;0;5.2;0;-;-5.1;0;-;0.9;0;-;0.4;0;-;-3.0;0;-;0.9;0;-;1.7;0;-;-0.3;0;0;-2.0;0;0;2.1;0;0;-0.3;0;0;0.6;0;0;-0.3;0;-;1.7;0;0;-;-;-;4.5;0;-;-9.5;0;-;-0.3;0;-;11;0;0;10;0;0;10;0;0;11;0;0;11;0;0;10;0;-;0;0;-;10;0;-;10;0;-;-;-;-;-;-;-
ENG;19861124;-2.0;0;0;-3.1;0;0;-1.9;0;0;0.6;0;-;-4.2;0;-;-1.7;0;-;-2.0;0;-;-0.5;0;-;0.6;0;-;-1.9;0;-;1.1;0;0;-0.8;0;0;0.6;0;0;-4.2;0;0;-1.8;0;0;-1.4;0;-;-5.1;0;0;-;-;-;2.2;0;-;-7.9;0;-;-3.2;0;-;11;0;0;10;0;0;10;0;0;10;0;0;11;0;0;0;0;-;10;0;-;0;0;-;6;0;-;-;-;-;-;-;-
ENG;19861125;0.7;0;0;-0.4;0;0;0.7;0;0;4.1;0;-;-2.2;0;-;0.9;0;-;0.8;0;-;1.5;0;-;2.7;0;-;-1.3;0;-;4.6;0;0;2.0;0;0;4.1;0;-33;-1.4;0;-25;1.3;0;-41;0.4;0;-;-2.7;0;0;-;-;-;4.7;0;-;-4.5;0;-;-1.4;0;-;11;0;0;0;0;0;10;0;0;10;0;0;10;0;0;0;0;-;6;0;-;0;0;-;4;0;-;-;-;-;-;-;-
ENG;19861126;2.6;0;0;1.5;0;0;2.5;0;0;7.0;0;-;0.4;0;-;2.7;0;-;2.7;0;-;0.4;0;-;5.5;0;-;2.7;0;-;4.0;0;0;0.9;0;0;7.0;0;0;0.7;0;0;3.5;0;0;1.9;0;-;0.3;0;0;-;-;-;7.1;0;-;-2.4;0;-;0.6;0;-;11;0;0;0;0;0;0;0;0;10;0;0;10;0;0;0;0;-;4;0;-;0;0;-;3;0;-;-;-;-;-;-;-
ENG;19861127;-0.9;0;0;-2.0;0;0;-1.2;0;0;1.5;0;-;-4.4;0;-;-1.0;0;-;-0.9;0;-;-3.5;0;-;0.8;0;-;-1.5;0;-;-1.4;0;0;-3.8;0;0;1.5;0;0;-2.1;0;0;-0.5;0;0;-2.1;0;-;-1.6;0;0;-;-;-;2.0;0;-;-6.5;0;-;-2.0;0;-;11;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;-;3;0;-;0;0;-;2;0;-;-;-;-;-;-;-
ENG;19861128;-4.0;0;0;-5.1;0;0;-4.4;0;0;-0.5;0;-;-6.6;0;-;-4.2;0;-;-3.9;0;-;-5.1;0;-;-0.6;0;-;-6.5;0;-;-3.3;0;0;-5.4;0;0;-0.5;0;0;-6.6;0;0;-3.8;0;0;-4.2;0;-;-6.5;0;0;-;-;-;1.3;0;-;-9.2;0;-;-6.1;0;-;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;2;0;-;0;0;-;2;0;-;-;-;-;-;-;-
ENG;19861129;-3.8;0;0;-4.9;0;0;-4.3;0;0;0.6;0;-;-8.0;0;-;-4.1;0;-;-3.6;0;-;-2.3;0;-;-2.0;0;-;-6.9;0;-;-0.6;0;0;-2.2;0;0;0.6;0;0;-8.0;0;0;-4.2;0;0;-4.3;0;-;-7.0;0;0;-;-;-;-0.6;0;-;-9.8;0;-;-6.0;0;-;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;2;0;-;0;0;-;2;0;-;-;-;-;-;-;-
ENG;19861130;-0.4;0;0;-1.5;0;0;-1.0;0;0;3.1;0;-;-4.3;0;-;-0.8;0;-;-0.2;0;-;0.4;0;-;2.9;0;-;-1.6;0;-;0.4;0;-8;-1.0;0;-8;3.1;0;-8;-3.5;0;-8;-0.1;0;-8;-0.8;0;-;-4.3;0;0;-;-;-;4.8;0;-;-6.6;0;-;-3.5;0;-;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;2;0;-;0;0;-;2;0;-;-;-;-;-;-;-
ENG;19861201;1.3;0;0;0.2;0;0;0.5;0;0;5.3;0;-;-2.8;0;-;0.7;0;-;1.4;0;-;0.7;0;-;4.5;0;-;-1.2;0;-;2.0;0;0;0.4;0;0;5.3;0;-8;-0.9;0;-8;1.5;0;-8;0.9;0;-;-2.8;0;-8;-;-;-;6.1;0;-;-5.8;0;-;-2.2;0;-;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;2;0;-;0;0;-;2;0;-;-;-;-;-;-;-
ENG;19861202;1.9;0;0;0.7;0;0;0.9;0;0;5.3;0;-;-2.0;0;-;1.1;0;-;1.9;0;-;2.2;0;-;2.3;0;-;-0.6;0;-;2.8;0;0;1.0;0;0;5.3;0;0;-1.3;0;0;1.8;0;0;0.4;0;-;-2.0;0;0;-;-;-;5.4;0;-;-5.5;0;-;-2.3;0;-;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;2;0;-;0;0;-;2;0;-;-;-;-;-;-;-
ENG;19861203;4.5;0;0;3.3;0;0;3.4;0;0;8.8;0;-;-0.1;0;-;3.6;0;-;4.5;0;-;2.9;0;-;7.8;0;-;1.3;0;-;5.1;0;0;3.4;0;0;8.8;0;0;1.2;0;0;4.6;0;0;4.7;0;-;-1.3;0;0;-;-;-;6.7;0;-;-4.8;0;-;-1.2;0;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;2;0;-;0;0;-;1;0;-;-;-;-;-;-;-
ENG;19861204;4.2;0;0;3.0;0;0;3.0;0;0;8.2;0;-;0.8;0;-;3.2;0;-;4.2;0;-;2.1;0;-;5.7;0;-;3.5;0;-;4.2;0;0;2.2;0;0;8.2;0;-8;1.5;0;-8;3.8;0;-8;2.7;0;-;1.5;0;0;-;-;-;6.2;0;-;-4.1;0;-;-1.1;0;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;1;0;-;0;0;-;1;0;-;-;-;-;-;-;-
ENG;19861205;2.2;0;0;1.0;0;0;0.9;0;0;5.0;0;-;-2.6;0;-;1.1;0;-;2.2;0;-;-0.2;0;-;3.1;0;-;1.6;0;-;1.0;0;0;-0.7;0;0;5.0;0;0;-0.7;0;0;1.5;0;0;-0.3;0;-;0.7;0;0;-;-;-;5.0;0;-;-5.8;0;-;-2.4;0;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;1;0;-;0;0;-;1;0;-;-;-;-;-;-;-
ENG;19861206;2.3;0;0;1.1;0;0;0.9;0;0;5.4;0;-;-3.5;0;-;1.1;0;-;2.3;0;-;3.2;0;-;3.8;0;-;-1.0;0;-;3.9;0;0;2.2;0;0;5.4;0;0;-2.8;0;0;1.3;0;0;2.0;0;-;-3.5;0;0;-;-;-;5.3;0;-;-6.5;0;-;-0.9;0;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;1;0;-;0;0;-;1;0;-;-;-;-;-;-;-
ENG;19861207;4.5;0;0;3.4;0;0;3.1;0;0;6.3;0;-;0.5;0;-;3.3;0;-;4.6;0;-;3.3;0;-;5.1;0;-;1.9;0;-;5.7;0;0;3.7;0;0;6.3;0;0;0.5;0;0;3.7;0;0;3.9;0;-;0.9;0;0;-;-;-;5.7;0;-;-0.6;0;-;2.2;0;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;1;0;-;0;0;-;1;0;-;-;-;-;-;-;-
ENG;19861208;4.4;0;0;3.3;0;0;2.9;0;0;7.0;0;-;-0.4;0;-;3.1;0;-;4.4;0;-;3.1;0;-;6.0;0;-;4.0;0;-;3.9;0;0;2.4;0;0;7.0;0;0;0.6;0;0;3.3;0;0;1.2;0;-;1.1;0;0;-;-;-;7.0;0;-;-2.4;0;-;0.8;0;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;1;0;-;0;0;-;1;0;-;-;-;-;-;-;-
ENG;19861209;4.5;0;0;3.3;0;0;2.9;0;0;6.1;0;-;0.5;0;-;3.1;0;-;4.5;0;-;1.9;0;-;5.3;0;-;1.8;0;-;4.3;0;0;2.0;0;0;6.1;0;0;0.7;0;0;3.7;0;0;3.4;0;-;-0.4;0;0;-;-;-;6.3;0;-;-2.1;0;-;1.6;0;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;1;0;-;0;0;-;1;0;-;-;-;-;-;-;-
ENG;19861210;2.8;0;0;1.6;0;0;1.1;0;0;2.3;0;-;0.7;0;-;1.3;0;-;2.7;0;-;0.7;0;-;1.5;0;-;1.2;0;-;1.3;0;0;0.8;0;0;2.3;0;0;1.0;0;0;1.4;0;0;1.0;0;-;1.1;0;0;-;-;-;3.3;0;-;0.3;0;-;1.2;0;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;1;0;-;0;0;-;1;0;-;-;-;-;-;-;-
ENG;19861211;1.1;0;0;-0.1;0;0;-0.7;0;0;2.4;0;-;-3.8;0;-;-0.5;0;-;1.0;0;-;-2.5;0;-;0.4;0;-;0.4;0;-;-0.4;0;0;-2.1;0;0;2.4;0;0;-1.4;0;0;-0.2;0;0;-0.2;0;-;0.2;0;0;-;-;-;2.0;0;-;-5.0;0;-;-1.0;0;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;1;0;-;0;0;-;0;0;-;-;-;-;-;-;-
ENG;19861212;-0.4;0;0;-1.6;0;0;-2.3;0;0;0.0;0;-;-3.9;0;-;-2.1;0;-;-0.6;0;-;-2.1;0;-;-1.6;0;-;-1.3;0;-;-0.8;0;0;-2.1;0;0;0.0;0;-25;-3.4;0;-25;-2.1;0;-25;-2.7;0;-;-3.9;0;0;-;-;-;-0.3;0;-;-5.9;0;-;-4.2;0;-;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;0;-;0;0;-;0;0;-;-;-;-;-;-;-
ENG;19861213;1.5;0;0;0.3;0;0;-0.4;0;0;2.9;0;-;-3.9;0;-;-0.2;0;-;1.4;0;-;0.9;0;-;0.0;0;-;-2.9;0;-;2.9;0;0;1.1;0;0;2.8;0;0;-3.7;0;0;-0.2;0;0;1.5;0;-;-3.9;0;0;-;-;-;3.8;0;-;-6.3;0;-;-1.5;0;-;2;0;0;2;0;0;2;0;0;2;0;0;2;0;0;2;0;-;0;0;-;0;0;-;0;0;-;-;-;-;-;-;-
ENG;19861214;2.4;0;0;1.2;0;0;0.4;0;0;1.6;0;-;-0.4;0;-;0.6;0;-;2.2;0;-;0.3;0;-;1.1;0;-;0.5;0;-;0.7;0;0;-0.3;0;0;1.4;0;0;0.4;0;0;0.8;0;0;0.4;0;-;-0.2;0;0;-;-;-;1.6;0;-;-2.0;0;-;0.4;0;-;6;0;0;6;0;0;6;0;0;6;0;0;6;0;0;4;0;-;2;0;-;1;0;-;3;0;-;-;-;-;-;-;-
ENG;19861215;-0.8;0;0;-2.0;0;0;-2.9;0;0;2.5;0;-;-6.6;0;-;-2.7;0;-;-1.0;0;-;2.4;0;-;-2.3;0;-;-1.2;0;-;6.4;0;0;0.3;0;0;-1.3;0;0;-6.6;0;0;-3.8;0;0;-3.7;0;-;-2.0;0;0;-;-;-;0.5;0;-;-9.9;0;-;-4.7;0;-;6;0;0;4;0;0;6;0;0;6;0;0;6;0;0;0;0;-;6;0;-;0;0;-;6;0;-;-;-;-;-;-;-
ENG;19861216;3.7;0;0;2.5;0;0;1.6;0;0;6.4;0;-;-1.1;0;-;1.8;0;-;3.5;0;-;0.0;0;-;2.7;0;-;2.8;0;-;1.2;0;0;-0.3;0;0;3.4;0;0;0.1;0;0;2.0;0;0;0.6;0;-;-5.4;0;0;-;-;-;3.3;0;-;-1.4;0;-;0.9;0;-;10;0;0;4;0;0;8;0;0;10;0;0;10;0;0;4;0;-;3;0;-;0;0;-;1;0;-;-;-;-;-;-;-
ENG;19861217;1.8;0;0;0.6;0;0;-0.4;0;0;1.6;0;-;-1.5;0;-;-0.2;0;-;1.6;0;-;0.8;0;-;-0.2;0;-;0.1;0;-;6.0;0;0;1.1;0;0;1.6;0;0;-0.5;0;0;0.0;0;0;-0.5;0;-;-1.2;0;0;-;-;-;0.4;0;-;-2.1;0;-;-0.6;0;-;14;0;0;8;0;0;8;0;0;12;0;0;14;0;0;4;0;-;5;0;-;3;0;-;8;0;-;-;-;-;-;-;-
ENG;19861218;6.1;0;0;4.8;0;0;3.8;0;0;8.6;0;-;0.3;0;-;4.0;0;-;5.9;0;-;7.6;0;-;4.4;0;-;4.1;0;-;10.6;0;0;6.5;0;0;7.2;0;-8;1.8;0;-8;3.4;0;-8;3.0;0;-;-1.5;0;0;-;-;-;5.6;0;-;-0.8;0;-;2.7;0;-;14;0;0;4;0;0;8;0;0;8;0;0;12;0;0;0;0;-;9;0;-;0;0;-;8;0;-;-;-;-;-;-;-
ENG;19861219;3.2;0;0;2.0;0;0;0.9;0;0;10.6;0;-;-3.3;0;-;1.1;0;-;3.0;0;-;-2.0;0;-;-0.9;0;-;3.1;0;-;-1.1;0;0;-2.5;0;0;4.5;0;-8;-2.4;0;-8;-0.1;0;-8;-1.5;0;-;3.1;0;0;-;-;-;6.9;0;-;-3.5;0;-;0.0;0;-;24;0;0;10;0;0;14;0;0;18;0;0;18;0;0;10;0;-;0;0;-;2;0;-;2;0;-;-;-;-;-;-;-
ENG;19861220;-0.1;0;0;-1.4;0;0;-2.5;0;0;-0.6;0;-;-3.8;0;-;-2.3;0;-;-0.3;0;-;-2.5;0;-;-2.8;0;-;-2.2;0;-;-1.0;0;0;-2.7;0;0;-0.6;0;0;-2.8;0;0;-1.9;0;0;-1.0;0;-;-3.8;0;0;-;-;-;-1.1;0;-;-4.0;0;-;-2.5;0;-;35;0;0;21;0;0;21;0;0;25;0;0;29;0;0;11;0;-;10;0;-;6;0;-;16;0;-;-;-;-;-;-;-
ENG;19861221;-1.3;0;0;-2.5;0;0;-3.7;0;0;-2.0;0;-;-5.7;0;-;-3.5;0;-;-1.5;0;-;-5.7;0;-;-2.5;0;-;-3.4;0;-;-3.0;0;0;-5.0;0;0;-2.3;0;0;-4.0;0;0;-3.2;0;0;-3.6;0;-;-3.5;0;0;-;-;-;-1.8;0;-;-8.3;0;-;-3.8;0;-;67;0;0;43;0;0;53;0;0;53;0;0;57;0;0;32;0;-;20;0;-;29;0;-;49;0;-;-;-;-;-;-;-
ENG;19861222;-3.3;0;0;-4.6;0;0;-5.8;0;0;-3.6;0;-;-7.9;0;-;-5.6;0;-;-3.5;0;-;-7.9;0;-;-5.1;0;-;-4.4;0;-;-5.4;0;0;-7.9;0;0;-3.6;0;0;-5.9;0;0;-4.9;0;0;-4.8;0;-;-7.2;0;0;-;-;-;-3.8;0;-;-9.1;0;-;-6.0;0;-;71;0;0;36;0;0;47;0;0;57;0;0;57;0;0;4;0;-;52;0;-;4;0;-;56;0;-;-;-;-;-;-;-
ENG;19861223;-5.4;0;0;-6.6;0;0;-7.9;0;0;-4.5;0;-;-11.0;0;-;-7.7;0;-;-5.6;0;-;-7.0;0;-;-6.4;0;-;-11.0;0;-;-6.7;0;0;-7.7;0;0;-4.5;0;0;-11.0;0;0;-7.2;0;0;-6.6;0;-;-11.0;0;0;-;-;-;-3.7;0;-;-13.8;0;-;-8.4;0;-;70;0;0;5;0;0;37;0;0;48;0;0;58;0;0;1;0;-;56;0;-;0;0;-;56;0;-;-;-;-;-;-;-
ENG;19861224;-7.1;0;0;-8.3;0;0;-9.6;0;0;-6.9;0;-;-15.8;0;-;-9.4;0;-;-7.2;0;-;-15.6;0;-;-7.5;0;-;-8.4;0;-;-10.1;0;0;-13.5;0;0;-6.9;0;0;-10.3;0;0;-8.3;0;0;-10.1;0;-;-9.1;0;0;-;-;-;-4.6;0;-;-19.4;0;-;-10.4;0;-;68;0;0;3;0;0;7;0;0;39;0;0;50;0;0;2;0;-;57;0;-;2;0;-;58;0;-;-;-;-;-;-;-
ENG;19861225;-8.8;0;0;-10.1;0;0;-11.4;0;0;-5.0;0;-;-17.7;0;-;-11.2;0;-;-9.0;0;-;-5.0;0;-;-10.8;0;-;-14.6;0;-;-1.1;0;0;-5.2;0;0;-8.1;0;0;-17.7;0;0;-12.0;0;0;-8.1;0;-;-15.8;0;0;-;-;-;-5.0;0;-;-20.4;0;-;-12.4;0;-;83;0;0;17;0;0;18;0;0;22;0;0;54;0;0;15;0;-;58;0;-;0;0;-;57;0;-;-;-;-;-;-;-
ENG;19861226;1.1;0;0;-0.1;0;0;-1.5;0;0;1.2;0;-;-5.3;0;-;-1.3;0;-;0.9;0;-;0.4;0;-;-0.9;0;-;-2.0;0;-;1.2;0;0;-1.3;0;0;1.1;0;0;-2.8;0;0;-0.6;0;0;-0.9;0;-;-8.4;0;0;-;-;-;2.0;0;-;-5.1;0;-;-1.4;0;-;94;0;0;30;0;0;32;0;0;33;0;0;37;0;0;15;0;-;72;0;-;1;0;-;68;0;-;-;-;-;-;-;-
ENG;19861227;-0.5;0;0;-1.7;0;0;-3.1;0;0;0.9;0;-;-4.2;0;-;-2.9;0;-;-0.6;0;-;-3.6;0;-;-2.4;0;-;-3.5;0;-;-2.5;0;0;-3.4;0;0;-1.8;0;0;-4.2;0;0;-2.9;0;0;-3.4;0;-;-3.5;0;0;-;-;-;-0.9;0;-;-4.1;0;-;-2.3;0;-;110;0;0;35;0;0;50;0;0;52;0;0;53;0;0;20;0;-;75;0;-;15;0;-;85;0;-;-;-;-;-;-;-
ENG;19861228;1.7;0;0;0.4;0;0;-1.0;0;0;1.7;0;-;-4.1;0;-;-0.8;0;-;1.5;0;-;1.0;0;-;1.0;0;-;-2.7;0;-;2.4;0;0;1.1;0;0;1.7;0;-8;-2.6;0;-8;-0.3;0;-8;0.5;0;-;-4.1;0;0;-;-;-;2.8;0;-;-3.3;0;-;-1.3;0;-;110;0;0;20;0;0;35;0;0;50;0;0;52;0;0;0;0;-;88;0;-;0;0;-;82;0;-;-;-;-;-;-;-
ENG;19861229;4.8;0;0;3.6;0;0;2.1;0;0;5.7;0;-;0.8;0;-;2.3;0;-;4.6;0;-;2.9;0;-;3.4;0;-;2.0;0;-;4.2;0;0;2.0;0;0;5.7;0;0;1.1;0;0;2.7;0;0;2.2;0;-;-0.2;0;0;-;-;-;1.2;0;-;0.0;0;-;0.5;0;-;100;0;0;0;0;0;20;0;0;35;0;0;50;0;0;0;0;-;75;0;-;0;0;-;70;0;-;-;-;-;-;-;-
ENG;19861230;3.6;0;0;2.4;0;0;0.9;0;0;4.2;0;-;-1.8;0;-;1.1;0;-;3.4;0;-;3.5;0;-;2.6;0;-;0.6;0;-;4.2;0;0;1.2;0;0;3.2;0;-8;-1.8;0;-8;1.0;0;-8;-1.0;0;-;-0.2;0;0;-;-;-;4.5;0;-;-2.6;0;-;-0.5;0;-;89;0;0;0;0;0;0;0;0;20;0;0;35;0;0;0;0;-;70;0;-;0;0;-;65;0;-;-;-;-;-;-;-
ENG;19861231;6.5;0;0;5.3;0;0;3.8;0;0;7.5;0;-;1.4;0;-;4.0;0;-;6.4;0;-;3.9;0;-;6.6;0;-;1.8;0;-;7.5;0;-8;3.7;0;-8;7.4;0;-25;1.7;0;-25;4.7;0;-25;3.2;0;-;-1.3;0;0;-;-;-;2.9;0;-;0.1;0;-;1.0;0;-;57;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;62;0;-;0;0;-;53;0;-;-;-;-;-;-;-
ENG;19870101;7.1;0;0;5.8;0;0;4.3;0;0;10.1;0;-;1.9;0;-;4.5;0;-;6.9;0;-;6.9;0;-;5.1;0;-;2.6;0;-;11.4;0;0;6.6;0;0;10.0;0;-16;1.9;0;-16;4.3;0;-16;7.9;0;-;1.9;0;-8;-;-;-;4.5;0;-;0.2;0;-;1.8;0;-;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;45;0;-;0;0;-;38;0;-;-;-;-;-;-;-
ENG;19870102;4.4;0;0;3.2;0;0;1.6;0;0;11.4;0;-;-1.2;0;-;1.8;0;-;4.2;0;-;-0.7;0;-;-0.3;0;-;3.5;0;-;0.3;0;0;-0.6;0;0;3.2;0;-16;-0.6;0;-16;0.6;0;-16;-0.3;0;-;3.5;0;0;-;-;-;7.8;0;-;-1.3;0;-;0.9;0;-;72;0;0;20;0;0;20;0;0;20;0;0;20;0;0;20;0;-;30;0;-;8;0;-;38;0;-;-;-;-;-;-;-
ENG;19870103;0.9;0;0;-0.3;0;0;-1.9;0;0;-0.3;0;-;-5.6;0;-;-1.7;0;-;0.7;0;-;-5.6;0;-;-0.5;0;-;-0.4;0;-;-3.1;0;0;-5.8;0;0;-0.4;0;-16;-2.9;0;-16;-0.9;0;-16;-2.9;0;-;-1.2;0;0;-;-;-;0.3;0;-;-5.3;0;-;-1.3;0;-;80;0;0;30;0;0;30;0;0;30;0;0;30;0;0;10;0;-;50;0;-;10;0;-;60;0;-;-;-;-;-;-;-
ENG;19870104;-4.0;0;0;-5.2;0;0;-6.8;0;0;-4.1;0;-;-10.9;0;-;-6.6;0;-;-4.1;0;-;-4.1;0;-;-5.1;0;-;-7.7;0;-;-0.7;0;0;-4.1;0;0;-5.1;0;-8;-10.9;0;-8;-8.1;0;-8;-5.8;0;-;-10.1;0;0;-;-;-;1.3;0;-;-13.8;0;-;-8.2;0;-;82;0;0;27;0;0;47;0;0;47;0;0;47;0;0;17;0;-;60;0;-;0;0;-;50;0;-;-;-;-;-;-;-
ENG;19870105;3.9;0;0;2.7;0;0;1.1;0;0;6.2;0;-;-4.4;0;-;1.3;0;-;3.8;0;-;3.1;0;-;1.4;0;-;-0.7;0;-;6.2;0;-8;3.6;0;-8;5.9;0;-33;-0.1;0;-33;1.8;0;-33;3.4;0;-;-6.9;0;0;-;-;-;4.0;0;-;-4.2;0;-;0.7;0;-;69;0;0;19;0;0;29;0;0;49;0;0;49;0;0;2;0;-;67;0;-;2;0;-;60;0;-;-;-;-;-;-;-
ENG;19870106;2.4;0;0;1.2;0;0;-0.4;0;0;4.3;0;-;-4.1;0;-;-0.2;0;-;2.3;0;-;-4.1;0;-;0.6;0;-;2.1;0;-;-0.7;0;0;-4.0;0;0;2.4;0;-25;-2.1;0;-25;-0.2;0;-25;-1.1;0;-;0.5;0;-8;-;-;-;2.9;0;-;-5.4;0;-;-0.5;0;-;65;0;0;18;0;0;35;0;0;45;0;0;65;0;0;16;0;-;55;0;-;10;0;-;64;0;-;-;-;-;-;-;-
ENG;19870107;-3.7;0;0;-4.9;0;0;-6.5;0;0;-3.7;0;-;-9.9;0;-;-6.3;0;-;-3.7;0;-;-8.9;0;-;-3.9;0;-;-5.0;0;-;-7.9;0;-16;-9.1;0;-16;-3.7;0;-8;-7.8;0;-8;-5.6;0;-8;-7.7;0;-;-5.6;0;0;-;-;-;-2.5;0;-;-10.9;0;-;-6.0;0;-;75;0;0;26;0;0;28;0;0;45;0;0;55;0;0;10;0;-;70;0;-;10;0;-;80;0;-;-;-;-;-;-;-
ENG;19870108;-9.1;0;0;-10.3;0;0;-11.9;0;0;-8.8;0;-;-15.1;0;-;-11.7;0;-;-9.1;0;-;-12.5;0;-;-10.9;0;-;-10.4;0;-;-10.4;0;0;-13.2;0;0;-9.3;0;-16;-15.0;0;-16;-11.9;0;-8;-13.1;0;-;-10.6;0;-16;-;-;-;-6.1;0;-;-18.7;0;-;-13.5;0;-;75;0;0;10;0;0;26;0;0;28;0;0;45;0;0;0;0;-;80;0;-;0;0;-;75;0;-;-;-;-;-;-;-
ENG;19870109;-5.7;0;0;-6.9;0;0;-8.5;0;0;-2.8;0;-;-15.0;0;-;-8.3;0;-;-5.7;0;-;-4.7;0;-;-4.2;0;-;-11.8;0;-;-3.0;0;0;-5.1;0;0;-2.8;0;-25;-11.7;0;-25;-7.2;0;-25;-6.6;0;-;-15.1;0;0;-;-;-;3.1;0;-;-18.1;0;-;-9.7;0;-;75;0;0;0;0;0;10;0;0;26;0;0;28;0;0;0;0;-;75;0;-;0;0;-;70;0;-;-;-;-;-;-;-
ENG;19870110;-0.6;0;0;-1.7;0;0;-3.4;0;0;-0.9;0;-;-5.4;0;-;-3.2;0;-;-0.5;0;-;-5.1;0;-;-1.2;0;-;-4.0;0;-;-2.7;0;-16;-5.3;0;-16;-0.9;0;-16;-4.3;0;-16;-2.5;0;-16;-2.8;0;-;-8.4;0;0;-;-;-;1.1;0;-;-6.0;0;-;-3.1;0;-;90;0;0;15;0;0;15;0;0;25;0;0;41;0;0;15;0;-;65;0;-;0;0;-;60;0;-;-;-;-;-;-;-
ENG;19870111;-10.2;0;0;-11.3;0;0;-13.0;0;0;-5.1;0;-;-19.9;0;-;-12.8;0;-;-10.1;0;-;-19.9;0;-;-12.6;0;-;-9.1;0;-;-16.4;0;0;-20.0;0;0;-9.4;0;-25;-16.5;0;-25;-12.8;0;-25;-16.5;0;-;-9.1;0;-16;-;-;-;-5.4;0;-;-20.3;0;-;-12.4;0;-;97;0;0;22;0;0;22;0;0;22;0;0;32;0;0;7;0;-;75;0;-;7;0;-;80;0;-;-;-;-;-;-;-
